gene	pLI
TBCA	1.6004e-01
PPAPDC1A	1.8280e-04
SEP15	5.8745e-02
PIGN	2.2900e-21
TRMT10B	4.9293e-06
DCHS2	7.4152e-47
ALKBH1	4.8961e-06
PPP1R11	3.5781e-01
CDR2	4.2990e-07
CRIP2	1.8101e-04
PSMA8	5.4953e-05
GFAP	1.4601e-06
VAX2	1.5981e-01
LILRA3	1.4548e-06
EML2	5.7633e-19
SH2D3A	3.6368e-08
SPPL2C	1.8192e-04
CRB3	3.5784e-01
ABCC6	5.6167e-35
UBIAD1	1.9529e-02
NAA20	6.2021e-03
SLC50A1	1.9259e-03
GNAT3	1.6347e-05
C2	1.3494e-16
DNAJB2	5.4440e-05
PON2	5.4352e-05
ANKDD1B	1.4401e-06
CCDC125	8.5885e-10
ZNF485	5.4641e-05
EPS8L1	2.0053e-15
AGXT	1.2332e-07
LMO2	1.5884e-01
LIN28A	1.9369e-02
C17orf80	1.2297e-07
ELP4	1.2277e-07
C12orf49	6.1628e-03
RP11-216L13.17	6.1755e-03
SECISBP2	2.1874e-18
ZNF420	1.8575e-11
PPL	1.5145e-42
SEMG1	3.5697e-01
CEND1	5.9751e-01
ERN2	7.1766e-24
CNRIP1	1.5874e-01
TTLL8	7.2171e-15
MYH8	2.0456e-51
TMEM87B	3.7410e-13
ANKRD45	5.8172e-04
TWSG1	6.1123e-03
DZIP1	3.1283e-20
CD5	2.3074e-10
TMEM38A	5.8271e-04
ZCWPW2	1.4095e-06
CLCA4	6.9601e-15
NDUFS3	5.8312e-04
ANXA1	1.2009e-07
CACNG5	6.1164e-03
FAIM3	1.6032e-05
POLR3C	5.0277e-12
ADAM7	1.1927e-19
GBP5	8.1120e-10
COASY	8.0903e-10
G6PC3	4.7177e-06
STEAP4	1.1959e-07
MED16	2.5908e-14
HMGN3	5.7786e-02
SDCBP	5.8136e-04
TMEM86A	1.9183e-02
FKBP6	1.3955e-06
HAGH	1.7657e-04
EXTL2	1.7608e-04
IFI16	1.7803e-11
PBX4	5.2605e-05
MST1	4.7831e-19
SECTM1	5.7603e-02
ZNF564	3.5507e-01
BCKDHA	9.8243e-09
NOXA1	2.8065e-09
ALX3	1.9117e-02
MKNK1	8.0483e-10
AOC3	6.2670e-11
CEACAM16	1.5758e-05
SUGCT	2.8168e-09
RAB44	1.8825e-03
THG1L	5.2821e-05
HIST1H2AC	5.9640e-01
ALG12	1.1758e-07
PLBD2	1.7226e-11
RTP4	5.9616e-01
GCNT6	1.9034e-02
HEMK1	3.3864e-08
ADPRHL2	5.7514e-04
KIAA1755	2.8893e-17
S1PR5	1.5713e-01
GPR156	1.2500e-12
TRIM6-TRIM34	4.3078e-19
PRIM2	1.1605e-07
SLC22A3	7.7723e-10
IFITM10	1.5714e-01
UBAP1L	6.0011e-03
ADCY10	7.3834e-41
CYP4V2	2.1975e-10
APOE	1.8685e-03
TMC3	3.8941e-22
GOLM1	9.6171e-09
LRRC14	1.7297e-04
NOP9	1.6985e-11
AREGB	3.5407e-01
IL31RA	4.2040e-16
KLK6	6.0052e-03
ABCA13	8.7753e-114
AGBL3	4.1796e-16
MIPEP	1.5876e-15
GOLGA7B	5.9900e-03
NKX2-6	1.8885e-02
PFKL	2.7020e-17
POLR3H	5.9858e-03
BAIAP3	4.3826e-32
DCK	1.5450e-05
SLC25A40	3.9328e-07
CTSC	1.1451e-07
UFM1	1.5655e-01
TTC33	5.6941e-04
ATHL1	2.3064e-14
LRRC37A2	1.1396e-07
ZNF562	5.6912e-02
DIMT1	3.9098e-07
RPL22	1.5619e-01
RBM45	2.1132e-10
ELOVL3	1.8840e-02
TSSK3	5.7013e-02
ARSJ	1.1319e-07
SLC25A53	5.6834e-02
SEMA3G	6.2569e-18
PSMD5	3.2398e-08
TRIM34	1.3303e-06
ARL13B	2.6559e-09
AAGAB	3.8664e-07
CD99L2	1.7021e-04
CD2BP2	1.5195e-05
BFSP2	3.2152e-08
VRK2	1.5681e-11
TMEM62	1.5846e-11
COL28A1	3.6797e-32
TMCO5A	4.4861e-06
C7orf61	1.8681e-02
SLC5A10	8.0689e-14
GFM2	1.4922e-18
P2RY10	1.5542e-01
ISLR	1.8643e-02
IL10	5.8874e-03
MRPL1	4.4456e-06
UQCC1	3.1978e-08
UQCC2	1.8660e-02
ZYX	2.0307e-10
ALOX12	1.4397e-15
SGK494	7.2766e-10
TDO2	2.0378e-10
TRPM8	4.5964e-29
PLTP	8.9961e-09
FAM114A2	7.2335e-10
SI	3.9353e-60
PUS10	7.8796e-14
CDCA2	1.5175e-11
ABI3	5.0089e-05
RTKN2	5.4633e-15
HADHB	1.5183e-11
NIPA1	5.8703e-03
TCTN3	4.1528e-12
MYO3A	1.8056e-45
DCAF12L2	5.8713e-03
IL7R	3.7630e-07
ZNF23	1.0831e-07
TUBB6	1.6645e-04
DDX20	7.7601e-14
FIBP	4.3854e-06
VNN1	4.3868e-06
DRC1	8.3157e-20
LHFPL2	5.6209e-02
FBXW12	7.0808e-10
ZNF567	1.0840e-07
DTD1	1.8054e-03
C1orf127	1.4917e-11
MYH4	1.0355e-55
NDNL2	5.6212e-02
LYAR	3.7580e-07
ZMYM5	1.6664e-04
CD37	4.3887e-06
INADL	1.1917e-50
MKS1	3.3768e-16
LRRC48	2.5027e-09
ZNF713	4.3462e-06
CCDC181	1.9512e-10
POMGNT1	1.9454e-20
FANCC	2.7921e-13
BIRC5	5.5854e-02
C16orf86	5.8052e-03
MTX3	1.6475e-04
TOM1	1.4544e-11
GTF2H3	3.0414e-08
INS-IGF2	5.5811e-02
LGALSL	1.8392e-02
CCR6	5.7867e-03
TRIM31	4.3248e-06
FGF2	1.8400e-02
KLHDC8B	1.7910e-03
TCP11	1.0587e-07
AC003002.6	3.5010e-01
OSTC	1.8353e-02
TNN	1.5729e-28
VSX2	1.6481e-04
SDAD1	1.8319e-20
SHBG	1.2538e-06
ETFDH	2.7780e-13
SLC17A5	6.8514e-10
C1QB	1.5392e-01
CCL3	3.4981e-01
AGA	4.2802e-06
BTNL8	1.4502e-05
LRRC37A	5.4349e-04
NDUFB9	1.6312e-04
ADHFE1	8.5168e-09
SCARA3	2.9816e-08
EPHA1	1.4624e-23
S1PR2	1.8286e-02
SIRT3	1.6261e-04
CLEC18B	1.2431e-06
AC174470.1	1.5353e-01
OXA1L	1.8749e-10
TTI2	3.6074e-07
SPDYC	4.8667e-05
LLPH	3.4929e-01
ELAC2	1.7245e-20
FAM65C	7.0058e-20
POM121C	6.6064e-10
RHBDL3	1.0358e-07
SGCG	4.8210e-05
TM6SF1	1.0194e-07
DESI1	5.7118e-03
TIPIN	1.6045e-04
PABPC4L	5.3305e-04
SOCS4	1.4208e-05
KRT222	1.4228e-05
ARL6IP6	1.8099e-02
CRELD1	1.3432e-11
MYOD1	1.5239e-01
ARL5B	1.7521e-03
SLC25A16	1.2089e-06
TTC12	1.7871e-17
MON1A	2.2952e-09
WNK4	6.8806e-25
ABHD14A-ACY1	1.7689e-10
ZDHHC12	5.2913e-04
ZDHHC22	5.4892e-02
TMEM101	1.7385e-03
DKK3	4.1049e-06
KRTAP17-1	5.9112e-01
RBM23	4.8221e-11
GNB1L	4.7419e-05
FAM149B1	2.4901e-13
PROCR	5.6256e-03
AP000275.65	1.1868e-06
SEC31B	2.5856e-29
TIGIT	1.7915e-02
ACADVL	4.2385e-15
METTL25	9.1880e-13
PNPLA5	1.1936e-06
PPM1J	2.2494e-09
NOX3	1.6320e-14
TMPRSS5	2.2562e-09
VIPR2	4.7180e-11
LCA5L	3.4560e-07
GPR27	3.4682e-01
PROM1	1.9485e-22
CRELD2	2.7906e-08
ACAT1	9.8525e-08
ZAN	1.6432e-62
C9orf152	1.7887e-02
EPDR1	1.7864e-02
EMILIN2	1.6186e-14
GNRH1	1.5146e-01
FBXO4	4.0093e-06
MRPL9	1.5633e-04
C1orf167	9.1452e-34
RAD9A	4.0279e-06
ATP4B	4.6372e-05
LYSMD1	1.7805e-02
NMUR2	5.1924e-04
IGSF8	4.6329e-11
CXCR4	1.7804e-02
IRAK4	7.8001e-09
KIAA1191	1.1689e-06
ZNF555	9.7445e-08
ATOH1	1.7833e-02
UGT2B17	9.6905e-08
GSDMB	3.3446e-07
PDX1	1.7775e-02
TRIM72	4.6320e-05
RPL7L1	1.5563e-04
ARMC9	6.2032e-17
SLCO2A1	2.2804e-13
CXorf40A	5.9015e-01
SLC22A7	4.5139e-11
SLC16A4	9.6707e-08
KIF17	3.7556e-18
KANK3	2.7340e-08
KCNJ12	5.4242e-02
SLC15A2	5.4803e-20
SOX18	1.5103e-01
TVP23B	5.1742e-04
ARMC12	1.1597e-06
FAAH	4.4449e-11
RP11-426L16.10	3.9563e-06
CAT	1.6263e-10
SNX15	3.9700e-06
C17orf53	4.4469e-11
CNPPD1	7.6384e-09
ITPRIPL2	1.5396e-04
C15orf41	3.2889e-07
TYW3	1.6927e-03
GNG12	5.8936e-01
C9orf43	4.3555e-11
C8orf58	4.5689e-05
LILRB1	5.6502e-14
CGA	3.4518e-01
DMKN	8.3445e-13
ATP6C	3.4533e-01
ACSM3	1.4410e-14
ZBBX	2.9306e-21
FAM188B2	3.2951e-07
ZNF213	9.4572e-08
DCP1B	1.6028e-10
ALOXE3	5.1284e-20
LCN9	1.6951e-03
SAMD7	1.1415e-06
IL5RA	2.6791e-08
SLC25A10	5.8727e-10
POLL	1.5836e-10
C11orf85	5.0954e-04
PIGC	5.5065e-03
ZFAND4	1.1579e-11
MPP4	3.4180e-18
ANAPC10	5.5077e-03
SYTL1	1.1537e-11
QDPR	1.5254e-04
OLFML2B	3.6491e-15
TWIST1	3.4491e-01
AL356356.1	3.4464e-01
FAM153C	5.3887e-02
FSHB	3.4452e-01
OSM	5.8916e-01
PKHD1L1	1.3739e-109
ENTHD1	3.2503e-07
TRPV4	2.2370e-16
USP45	1.3630e-17
CCDC15	4.6882e-20
C19orf12	3.4416e-01
GHRH	1.4964e-01
LGALS8	3.8769e-06
NRBF2	5.0432e-04
PEF1	1.5066e-04
SMIM19	3.4399e-01
TOR1A	5.0557e-04
GPR146	1.4930e-01
BROX	4.2023e-11
SFRP2	1.6693e-03
C21orf59	1.1187e-06
SPDYE3	1.5103e-04
SIGLEC8	3.2193e-07
BOLA3	1.4911e-01
GMPR	1.3075e-05
PKP2	3.1147e-18
PCDHB10	1.3058e-05
POLG2	1.5280e-10
CTGF	5.0202e-04
UGGT2	1.3209e-41
SH3BGRL3	1.4900e-01
HOXD4	5.4479e-03
METTL17	4.0832e-11
C1orf65	9.0420e-08
C9orf142	5.4207e-03
RIMS3	1.4932e-04
FGFBP1	5.8794e-01
RNLS	3.7960e-06
AQP5	5.3249e-02
TAMM41	1.0996e-06
KRT4	5.4962e-10
FMO2	3.1430e-07
TBC1D21	3.1602e-07
VTN	1.5014e-10
ELP6	4.9822e-04
DSCR3	1.4872e-04
GPR183	1.7257e-02
ABHD10	1.2865e-05
MYH15	4.5499e-59
MUC3A	1.4752e-10
GPX8	5.3068e-02
RHOH	1.4861e-01
CDKN2AIPNL	3.4205e-01
DSN1	8.8514e-08
CRYL1	3.7186e-06
ARSB	7.0009e-09
SPATA16	1.4475e-10
C2orf49	1.7223e-02
SPTBN5	8.2224e-118
PPM1K	1.4736e-04
FMO6P	1.2788e-05
ACY1	6.9169e-09
TPGS2	1.4656e-04
GPR108	1.8227e-13
ACOX3	7.6016e-16
DDRGK1	3.0689e-07
ME2	3.0296e-15
BTBD6	3.7117e-06
CPN1	8.6973e-08
SEC14L6	2.4606e-08
CCDC38	1.8346e-13
C2orf15	5.2798e-02
MRPL30	5.2798e-02
PIGZ	1.2688e-05
FCRL5	4.6105e-17
PPP2R1B	3.0047e-15
PIGB	3.8535e-11
NOSIP	1.2622e-05
NOX1	8.6564e-08
NEFH	2.6684e-12
GOLPH3L	1.2615e-05
NARFL	1.8864e-09
SST	3.4128e-01
GMFB	5.3339e-03
MYO15B	4.9067e-04
UGT1A6	3.0491e-07
EVC	3.4620e-25
EVC2	1.0207e-34
GPATCH2	1.0165e-11
TCERG1L	6.8376e-09
DOC2B	1.7055e-02
APOBEC2	1.7070e-02
PLD2	4.1429e-27
SFT2D1	1.6186e-03
AATF	2.5958e-12
ILDR1	2.6072e-12
ATOX1	5.8645e-01
RABAC1	5.2910e-03
BBS2	1.0328e-17
ADORA3	1.4410e-04
VWA1	5.2878e-03
CCDC42	3.6229e-06
CPSF4L	1.6119e-03
ZNF577	4.2594e-05
HOXD9	1.7004e-02
HMGCLL1	2.9827e-07
PCDHA6	3.6156e-11
MFSD8	2.5375e-12
KCTD6	1.6939e-02
DLX4	1.6921e-02
SLC5A11	1.6748e-13
MIS12	1.4672e-01
KRT8	2.3600e-08
ABCA7	2.1111e-55
MED7	1.6917e-02
TCEAL1	5.8578e-01
DYRK3	3.5842e-06
LMBR1L	6.6140e-13
WDR93	4.0651e-17
FSCN3	1.3467e-10
NDUFAF3	5.2693e-03
POLR3F	1.0380e-06
CCER1	4.1961e-05
TRIM17	8.3141e-08
ZNF548	3.3982e-01
DNAAF2	6.4811e-09
BATF2	5.8536e-01
RGPD8	2.9332e-07
SOCS1	5.8544e-01
GALNT9	5.2407e-03
SPATA5L1	3.5478e-11
TRPM1	1.6009e-42
IRX1	4.7650e-04
FAM83C	8.2423e-08
C19orf59	1.4188e-04
AIPL1	1.2220e-05
GPN3	2.9029e-07
GPA33	3.5516e-06
ANKRA2	3.5443e-06
TCEANC	5.1926e-02
RP11-371E8.4	1.6849e-02
RP11-295D22.1	5.8464e-01
CECR1	8.1396e-08
SPRED2	2.8684e-07
CD83	5.2136e-03
ARHGEF37	6.1367e-13
ABCA9	9.4911e-48
FAM194B	1.0046e-14
SUMF1	2.2828e-08
DNAJC25	1.2112e-05
PMPCA	3.4370e-11
ADSL	8.9207e-12
TMEM147	1.4005e-04
TTLL11	6.2403e-09
MINA	2.2584e-08
MYOZ2	1.5748e-03
USP44	9.8051e-15
DOK2	1.2082e-05
CCDC127	4.7328e-04
CCDC146	1.3126e-26
RCAN1	1.6675e-02
ANKAR	1.0200e-31
ART4	1.5662e-03
SDS	1.3923e-04
TAAR6	1.6668e-02
NOMO2	9.9709e-07
PTGES3L	5.1619e-03
PNMA2	1.5661e-03
C10orf53	5.8427e-01
CAPN2	3.5190e-22
CPVL	3.3502e-11
OCIAD1	9.9492e-07
ME3	1.5112e-13
VAT1L	9.9386e-07
POLD4	1.4510e-01
ABHD4	2.2197e-08
TM4SF1	1.5619e-03
CD7	5.1350e-02
NPEPL1	9.8457e-07
LPAR5	5.1408e-02
SGPP1	1.3890e-04
ERI1	1.1866e-05
ACSM1	2.2841e-15
RP11-644F5.10	5.1295e-02
ITLN1	3.4119e-06
ETNK2	9.8080e-07
MICB	4.0609e-05
PRSS36	4.5100e-19
SF3B5	5.8354e-01
UAP1L1	3.4123e-06
DPY19L4	1.4234e-21
TCHHL1	5.8371e-01
TTLL12	2.2425e-15
GCA	1.3787e-04
WDR72	2.7330e-27
MMP17	2.1964e-08
TMEM185A	1.6569e-02
VRK3	3.2374e-11
DDX58	1.7558e-23
PRICKLE4	4.0289e-05
CYB5RL	3.3734e-06
LGALS4	2.7538e-07
PIGW	1.1720e-05
RAMP2	5.1127e-02
BSPH1	1.6492e-02
GINS4	1.3735e-04
MAB21L3	9.6909e-07
R3HDM4	4.6251e-04
MBOAT1	2.1535e-12
PTCRA	1.4449e-01
C5orf34	8.9961e-15
FAM179A	1.3100e-16
LACC1	1.1655e-05
AP1M2	2.1436e-08
GPR82	1.4409e-01
UQCRB	1.6423e-02
GRAMD1C	5.6287e-21
C16orf96	5.5816e-21
MSTO1	1.6182e-09
POPDC2	4.0063e-05
SMYD4	8.7782e-15
ZNF334	1.6122e-09
LRRC38	1.4423e-01
RP11-529K1.3	1.1648e-05
ALDH16A1	2.3658e-20
CXorf38	1.3652e-04
MOB3B	1.6386e-02
ARPC4-TTLL3	1.3565e-13
IDI1	3.9769e-05
NTMT1	5.0783e-02
TTLL6	9.7742e-20
USHBP1	2.9968e-17
PANX3	3.9672e-05
ART5	4.5797e-04
DRAM2	1.3570e-04
PTGR2	2.7131e-07
ADAP2	4.2394e-10
C11orf21	1.6355e-02
ANXA13	4.2441e-10
TMEM232	7.9307e-12
PCID2	5.2663e-13
SLC17A4	1.5714e-09
IDO1	3.3013e-06
MITD1	1.1445e-05
TJP3	6.7101e-23
MAN2C1	2.7689e-29
PNPLA7	5.3653e-37
DPH6	1.1419e-05
AP1S3	1.6298e-02
TMEM136	5.0232e-03
MMD	1.3440e-04
ZNF782	4.2150e-10
FAM198B	5.6948e-09
CHRNA1	2.0681e-08
FZD6	2.0034e-12
FAM228A	1.6302e-02
SUOX	9.3990e-07
GUCY2C	1.3919e-30
SPATA5	9.0776e-20
ATG16L2	4.6874e-16
DMBT1	4.4760e-63
PNMT	5.0065e-03
NPY	1.4294e-01
RBPJL	2.9189e-11
TRIM45	2.0610e-08
TNNC2	1.6240e-02
NGDN	2.0427e-08
SMUG1	4.5154e-04
UGT1A1	3.2577e-06
CEP55	1.9640e-12
PEX11B	1.3346e-04
DFFB	1.1349e-05
SYNE3	1.7571e-25
RLBP1	1.1303e-05
ANKRD35	1.6568e-25
NEIL3	1.5220e-09
EEF2K	8.3628e-20
ABCB8	1.9164e-15
PTCD3	2.4870e-22
CYP27C1	9.2035e-07
C5orf15	5.0281e-02
ACE	1.0344e-37
MYH1	1.3645e-56
CDK5RAP3	7.6348e-15
PTTG1IP	4.9827e-03
TMEM208	1.5059e-03
LOR	3.3454e-01
EXTL1	7.3142e-12
NDOR1	4.8084e-13
FBXO40	5.5318e-09
CLDN19	4.9681e-03
YAE1D1	1.4990e-03
NHP2	5.0110e-02
ALS2CL	4.2970e-28
OR11L1	5.0098e-02
PTRF	4.9657e-03
ACOT11	1.0844e-16
SLFNL1	3.8491e-05
DPAGT1	1.1170e-05
CDX1	1.4253e-01
MOCS1	9.1165e-07
QTRT1	2.5932e-07
MZF1	1.0667e-10
FCGR1A	1.3116e-04
CHCHD5	4.9956e-02
ACTR6	5.4629e-09
AIFM2	1.1064e-05
RHO	1.3108e-04
GPC5	3.9864e-10
LACTBL1	1.4956e-03
AQP1	2.5697e-07
CCDC62	4.3887e-16
FRK	1.8071e-12
TRPV1	1.0103e-16
ZNF559-ZNF177	4.4299e-04
OSGEP	7.0838e-08
CCL15	3.3330e-01
SHPK	1.0103e-16
RGS18	1.4903e-03
SEPT1	1.9572e-08
THY1	4.9895e-02
FUT10	5.4119e-09
LRRC6	1.0409e-10
DOHH	1.5986e-02
ARSK	3.9395e-10
GC	2.7301e-11
XCR1	1.6001e-02
IGSF6	1.4791e-03
ACAD10	1.0177e-30
PSMC3IP	3.7819e-05
TEKT1	8.9486e-07
PIRT	5.8020e-01
SMPD1	3.8932e-10
RFX8	5.3224e-09
SLC35E4	1.5961e-02
TAF13	1.5944e-02
BTN1A1	1.9496e-08
NIT1	8.9425e-07
SPIDR	2.3847e-17
C5orf51	3.1090e-06
ERCC2	7.0654e-20
CD151	1.0841e-05
MTMR11	4.7707e-23
CDKL1	2.5004e-07
CLIC2	4.9547e-02
RWDD3	1.4761e-03
RHOD	1.5921e-02
WDR64	4.9565e-32
TBC1D26	1.0860e-05
SLC37A3	1.1240e-13
GRK4	1.6286e-15
NHLH2	5.7964e-01
CCDC172	3.7344e-05
ACOT12	2.7282e-14
AQP6	1.5875e-02
NTSR2	4.8692e-03
CCDC3	4.8709e-03
USH1G	3.7481e-05
RPUSD2	8.8012e-07
REXO4	8.7916e-07
C6orf89	8.7766e-07
RP11-58C22.1	5.7920e-01
PDCL2	1.4645e-03
SLC6A16	4.2922e-13
CASP12	1.2749e-04
EDEM1	1.0594e-13
FGF4	1.4060e-01
AACS	9.1275e-17
FAM161B	1.0758e-13
RPS21	1.4060e-01
TACO1	1.4606e-03
FRRS1L	1.4611e-03
CYP2A13	8.6461e-07
CASP6	1.2665e-04
LACTB2	3.6864e-05
APPL2	1.1641e-18
TRAF5	1.6736e-12
ZNF627	3.3124e-01
PTPN22	3.4921e-21
EBNA1BP2	1.3668e-09
HSD17B8	3.6923e-05
FKBP2	4.9274e-02
CEP19	1.5687e-02
TMOD4	1.8344e-08
DDX52	1.5121e-15
DSG3	1.4584e-20
SPDL1	8.5955e-17
STXBP4	2.5154e-14
NAALAD2	1.4282e-20
SPATA18	1.0088e-13
PXDNL	2.2028e-35
FAM168B	1.5675e-02
CUEDC1	6.6336e-08
TTPA	1.4409e-03
HSD17B3	8.4911e-07
SIGLEC7	2.3880e-07
VILL	3.9093e-23
SLC34A2	9.3992e-11
AP5M1	1.3325e-09
PDCD2L	8.4791e-07
FANCG	2.4859e-14
CIB2	1.4456e-03
ATF4	1.5659e-02
DUSP11	8.4923e-07
LYPLA1	3.6468e-05
ZNF621	1.0463e-05
ITIH2	3.8025e-23
CABP5	4.7939e-03
ZNF135	1.5569e-12
GALK1	1.0420e-05
KEL	3.1154e-21
CCDC71L	5.7806e-01
EXOSC7	1.0442e-05
WIF1	1.3249e-09
GMPPB	8.4370e-07
MED10	4.8839e-02
PRRX2	1.3959e-01
KRT27	1.7955e-08
NINL	2.6545e-39
FAM217A	4.8219e-09
ADAMTSL4	2.6008e-28
FMO1	9.1198e-11
CA9	1.3027e-09
C1QTNF1	4.2421e-04
SPERT	3.6118e-05
SNX22	4.7609e-03
HAUS3	1.2992e-09
XRCC4	8.2774e-07
CLDN12	4.8525e-02
NOSTRIN	3.2029e-16
SAP30L	1.4279e-03
RFT1	3.7445e-13
RD3L	4.8594e-02
C1QC	4.8591e-02
ATP8B4	3.6708e-34
SH2D2A	8.2695e-07
SH2D5	6.4459e-08
STON1-GTF2A1L	1.5167e-22
ALDH2	3.3959e-10
PTPN7	9.4147e-14
SEPP1	8.2884e-07
NDUFB10	4.7516e-03
TRMT112	1.3916e-01
CCDC94	8.2518e-07
RAD1	1.2252e-04
C8orf34	1.4855e-12
ULK4	4.4336e-38
MID1IP1	5.7733e-01
SNX31	3.6683e-13
TUBA8	3.5702e-05
RIOK1	2.2477e-14
MSMP	4.8387e-02
ZNF620	4.1957e-04
LPL	1.2712e-09
SCNM1	2.9187e-06
KRT25	4.6459e-09
PNCK	1.0166e-05
EXOSC2	2.8854e-06
UCK1	1.0175e-05
CLIC6	3.5342e-05
MUC20	4.7211e-03
GPIHBP1	1.3866e-01
IFT57	3.3347e-10
PPM1D	2.2321e-11
SUMO3	3.2841e-01
CTC-435M10.3	3.3296e-10
FOLR3	1.5409e-02
TMPRSS7	3.9482e-18
ARL3	1.4071e-03
ARMC10	1.2123e-04
QPRT	4.6997e-03
GALNT14	7.0648e-17
BAIAP2L2	1.2298e-09
ACOXL	5.2479e-15
NDUFA10	6.2418e-08
CCDC33	4.9566e-20
BDKRB1	4.6897e-03
CYP4B1	3.2777e-10
BCL2L15	4.8246e-02
ARHGAP19	1.4213e-12
C1orf74	1.5314e-02
SLC2A8	8.0241e-07
RPL39	5.7637e-01
GGT5	2.1567e-11
MED8	2.8440e-06
SCCPDH	4.5839e-09
ZNF324B	3.4989e-05
SMG9	3.4628e-13
HTR1F	4.6656e-03
ROM1	4.1221e-04
CYP2W1	2.2124e-07
CCL25	1.5241e-02
MRPL38	4.5080e-09
PRR3	1.3939e-03
TRPM4	5.6531e-33
DEPDC7	8.3246e-11
VSIG2	1.2031e-04
ASPA	4.1128e-04
RRAS	4.6630e-03
PTGIS	1.1970e-09
AFMID	4.4977e-09
CCDC90B	9.9297e-06
ALDOB	7.8786e-07
FAP	1.9009e-28
CLEC12B	9.9015e-06
SLC9A4	8.2860e-14
SWI5	1.3862e-03
KLK15	1.5191e-02
ADORA1	1.5215e-02
CDADC1	3.1468e-10
MIPOL1	2.0845e-11
PIDD	6.4350e-17
ZNF677	1.6591e-08
PRODH	5.3577e-12
P2RX6	4.4680e-09
RPUSD3	2.2032e-07
NRL	4.7637e-02
YIF1B	3.4314e-05
ZNF630	1.1900e-04
HLTF	1.8724e-28
TTC38	3.2628e-13
MARCKS	3.2648e-01
KRT34	5.9309e-08
SMIM20	5.7531e-01
OLFM4	2.7754e-06
CCDC83	1.1628e-09
CDC20B	5.1167e-12
MAL2	1.3691e-01
MTERFD2	3.4049e-05
CCM2L	7.7785e-07
DHX58	3.2013e-13
MRI1	4.0621e-04
COLQ	7.9356e-14
GPR149	4.3654e-09
C1orf52	4.7382e-02
ZNF560	9.6685e-06
PLCD1	1.7370e-19
RBM18	4.0287e-04
AARD	3.2580e-01
MRPS30	1.5937e-08
BCKDHB	4.3112e-09
NTAN1	2.7337e-06
PNOC	1.5028e-02
POLM	7.6227e-11
CCDC53	4.5705e-03
CENPM	1.5010e-02
LINC00692	3.2549e-01
HIST1H1B	5.7467e-01
TGIF2	1.3641e-01
RFX5	1.9605e-11
KIF6	3.0905e-27
ANKRD27	3.8647e-31
KIAA0753	1.5545e-28
PNPLA3	5.7409e-08
STX2	2.1087e-07
FAM92A1	5.7880e-08
CDH15	1.7656e-14
KCNK18	1.3568e-03
PMFBP1	9.3390e-34
RGS11	7.3266e-14
DAP3	1.1143e-09
FBXL6	4.2187e-09
ODF3B	4.5516e-03
AGPAT9	4.8042e-12
TXLNB	4.8053e-12
ZFP69	1.5454e-08
MYOM3	1.4264e-47
WDR88	1.5429e-08
C2orf71	3.0058e-18
SLC26A2	7.4963e-07
KLK13	4.5435e-03
FABP5	4.7008e-02
SLC35F6	1.1541e-04
GLDC	6.5777e-28
BCL2L14	3.3304e-05
IFRD2	1.0980e-09
CPNE1	1.7292e-14
TMEM138	4.7034e-02
TSPAN13	1.1554e-04
TDP1	1.2652e-17
RMND1	1.0863e-09
S1PR3	4.6945e-02
SLC25A38	9.4313e-06
SUSD2	1.8144e-21
ZNF438	2.6656e-06
ZNF446	5.6695e-08
GPR180	4.0903e-09
TPO	1.8182e-21
CYP4X1	4.7167e-12
LHFPL1	1.3548e-01
ADPRM	3.9545e-04
ATG9B	1.2544e-17
RP4-559A3.7	7.4364e-07
MTFR2	2.6584e-06
XPNPEP2	2.8670e-13
ADCK4	2.8159e-13
FAM129C	2.2418e-16
RETSAT	6.8328e-14
CTC-360G5.8	6.6002e-19
HSF4	1.0632e-09
TRIM6	1.1425e-12
AARSD1	4.0653e-09
ESYT3	2.3108e-25
CLEC4G	9.3088e-06
GDPD4	2.7987e-13
C15orf60	3.2736e-05
C16orf87	4.4861e-03
ZFYVE27	1.0613e-09
AQP10	1.3339e-03
SNX11	7.3043e-07
AMBN	1.0497e-09
C2orf74	1.3499e-01
RAD52	7.1128e-11
SNRNP25	1.3382e-03
FRAT1	3.2349e-01
FAM45A	5.4591e-08
EXOSC9	1.7871e-11
B4GALT7	1.1304e-04
CDK18	6.9526e-11
METAP1D	2.5794e-06
C19orf44	3.8831e-09
WDR41	6.4998e-14
RPE65	6.4889e-14
XXYLT1	1.3246e-03
ZCCHC12	4.6470e-02
SSC5D	8.1581e-23
FAM189A2	1.0131e-09
RPP30	5.3582e-08
CYP3A43	1.7165e-11
LY9	2.6039e-13
RND2	3.8579e-04
UGT1A9	5.3634e-08
VMA21	5.7236e-01
CELA2B	2.5651e-06
EMC9	1.3199e-03
CRISP3	2.5650e-06
SPO11	1.4473e-08
WDR65	1.0541e-12
AP3M2	1.9720e-07
TRPM2	8.9633e-44
LRRC70	1.9724e-07
HMGCL	2.5638e-06
SH3YL1	5.3675e-08
MAPK13	6.7197e-11
CAPN14	1.5664e-21
HS3ST1	4.4305e-03
TLCD1	4.4281e-03
METTL11B	4.4204e-03
DCST1	1.2681e-19
KRBA1	8.2344e-16
CMBL	1.1148e-04
TTC1	2.5494e-06
HMCES	1.9468e-07
PAFAH2	3.8282e-09
CAPNS1	7.1100e-07
SLC4A9	3.2089e-22
